match_no,inning,ball,non_striker,batsman,bowler,runs_extra,runs_batsman,runs_total,extras,player_out,elimination_kind,fielders_caught,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
DC vs KKR 2021-09-28,2nd innings,3.2,Shubman Gill,VR Iyer,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,3.3,Shubman Gill,VR Iyer,AR Patel,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,3.4,VR Iyer,Shubman Gill,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,3.5,VR Iyer,Shubman Gill,AR Patel,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,3.6,Shubman Gill,VR Iyer,AR Patel,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.1,Shubman Gill,VR Iyer,Lalit Yadav,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.2,VR Iyer,Shubman Gill,Lalit Yadav,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.3,Shubman Gill,VR Iyer,Lalit Yadav,0,0,0,,VR Iyer,bowled,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.4,Shubman Gill,RA Tripathi,Lalit Yadav,0,6,6,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.5,Shubman Gill,RA Tripathi,Lalit Yadav,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,4.6,Shubman Gill,RA Tripathi,Lalit Yadav,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.1,RA Tripathi,Shubman Gill,Avesh Khan,0,4,4,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.2,RA Tripathi,Shubman Gill,Avesh Khan,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.3,Shubman Gill,RA Tripathi,Avesh Khan,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.4,RA Tripathi,Shubman Gill,Avesh Khan,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.5,Shubman Gill,RA Tripathi,Avesh Khan,0,0,0,,RA Tripathi,caught,SPD Smith,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,5.6,Shubman Gill,N Rana,Avesh Khan,1,0,1,legbyes,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.1,Shubman Gill,N Rana,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.2,N Rana,Shubman Gill,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.3,N Rana,Shubman Gill,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.4,N Rana,Shubman Gill,R Ashwin,0,6,6,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.5,N Rana,Shubman Gill,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,6.6,N Rana,Shubman Gill,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.1,N Rana,Shubman Gill,AR Patel,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.2,Shubman Gill,N Rana,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.3,Shubman Gill,N Rana,AR Patel,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.4,N Rana,Shubman Gill,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.5,N Rana,Shubman Gill,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,7.6,N Rana,Shubman Gill,AR Patel,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.1,Shubman Gill,N Rana,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.2,Shubman Gill,N Rana,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.3,N Rana,Shubman Gill,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.4,Shubman Gill,N Rana,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.5,N Rana,Shubman Gill,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,8.6,Shubman Gill,N Rana,R Ashwin,0,4,4,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.1,N Rana,Shubman Gill,Lalit Yadav,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.2,Shubman Gill,N Rana,Lalit Yadav,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.3,Shubman Gill,N Rana,Lalit Yadav,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.4,Shubman Gill,N Rana,Lalit Yadav,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.5,Shubman Gill,N Rana,Lalit Yadav,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,9.6,Shubman Gill,N Rana,Lalit Yadav,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.1,N Rana,Shubman Gill,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.2,N Rana,Shubman Gill,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.3,N Rana,Shubman Gill,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.4,N Rana,Shubman Gill,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.5,N Rana,Shubman Gill,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,10.6,N Rana,Shubman Gill,K Rabada,0,0,0,,Shubman Gill,caught,SS Iyer,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.1,N Rana,EJG Morgan,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.2,N Rana,EJG Morgan,R Ashwin,0,0,0,,EJG Morgan,caught,Lalit Yadav,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.3,N Rana,KD Karthik,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.4,KD Karthik,N Rana,R Ashwin,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.5,N Rana,KD Karthik,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,11.6,N Rana,KD Karthik,R Ashwin,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.1,KD Karthik,N Rana,K Rabada,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.2,N Rana,KD Karthik,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.3,N Rana,KD Karthik,K Rabada,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.4,N Rana,KD Karthik,K Rabada,0,4,4,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.5,N Rana,KD Karthik,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,12.6,N Rana,KD Karthik,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.1,KD Karthik,N Rana,Lalit Yadav,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.2,KD Karthik,N Rana,Lalit Yadav,0,6,6,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.3,KD Karthik,N Rana,Lalit Yadav,0,6,6,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.4,KD Karthik,N Rana,Lalit Yadav,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.5,N Rana,KD Karthik,Lalit Yadav,0,4,4,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,13.6,N Rana,KD Karthik,Lalit Yadav,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.1,N Rana,KD Karthik,Avesh Khan,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.2,N Rana,KD Karthik,Avesh Khan,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.3,N Rana,KD Karthik,Avesh Khan,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.4,N Rana,KD Karthik,Avesh Khan,0,0,0,,KD Karthik,bowled,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.5,N Rana,SP Narine,Avesh Khan,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,14.6,SP Narine,N Rana,Avesh Khan,0,1,1,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,15.1,SP Narine,N Rana,K Rabada,0,0,0,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,15.2,SP Narine,N Rana,K Rabada,1,1,2,noballs,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,15.3,N Rana,SP Narine,K Rabada,0,2,2,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,15.4,N Rana,SP Narine,K Rabada,0,6,6,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
DC vs KKR 2021-09-28,2nd innings,15.5,N Rana,SP Narine,K Rabada,0,4,4,,,,,Nitin Menon,HAS Khalid,SP Narine,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,28-09-2021
